epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.7793489218983357,0.20364314800778247,0.051250619785813536,0.22373339034405496,0.988198825378086,0.019439924907072276,0.04369439369421301,0.036568126683593306
1,0.9881968074751314,0.01671447063794963,0.03915907031537101,0.03206482575395487,0.989598966041843,0.013334446052129013,0.04015756193900516,0.029076209884382438
2,0.9911517802895874,0.012040798979848048,0.033108548169630686,0.025019349558294934,0.9885988644044725,0.013291804268412238,0.03501730636529701,0.027018587917822672
3,0.9920366019322503,0.009923065805863341,0.028679850154094817,0.021165566748798697,0.9915991637549146,0.01017637637203349,0.03340423091275893,0.0232708344429937
4,0.9933387930788189,0.008614251547381388,0.025989968437883627,0.018802318863218554,0.9894989549440079,0.011829543438698067,0.031524553166256984,0.024187168076445144
5,0.9933054037039506,0.007623576078766195,0.024026505900939812,0.017041966198740977,0.9905990641025773,0.009223447597883391,0.029791163072155433,0.02090158324876074
6,0.993639298610913,0.0071946375666558406,0.022490454851953126,0.016010895620643874,0.991099114822905,0.009584087979035264,0.02857077880652145,0.020783832917983372
7,0.9944573415705102,0.006483489989451802,0.02104954543648358,0.014734911574234719,0.9912991344374363,0.008188881440006094,0.026620178858693964,0.01862399129088771
8,0.9943404784276053,0.005917436425083671,0.019916717495548044,0.013724789486627344,0.9911991251279192,0.007996888228486317,0.02633731363873796,0.018321114914430857
9,0.9948914052966473,0.005787008376829855,0.018908000869451675,0.01319894454992045,0.9920992148746335,0.007454580155846774,0.024704502128546732,0.017138744827837917
10,0.9950583527998828,0.005280757674073618,0.018069709603734555,0.012364083645528328,0.9921992235880445,0.007900454304317493,0.023779091092072636,0.017221857691266582
11,0.9956760588157005,0.004700393106420573,0.01731893475400039,0.011489415333411593,0.9920992142785274,0.007334739143840793,0.022839289397956528,0.016287740328163727
12,0.9957762273373446,0.004536227618559152,0.01669707742938499,0.011081481807451448,0.9928992955085456,0.007195362689137871,0.02235389993966508,0.015958091223982944
13,0.9961435119167059,0.0041182286834958145,0.01620481385291842,0.01047051553909776,0.9931993240332029,0.0067429763462047475,0.02165440662615638,0.015231503485360615
14,0.9960934276230461,0.004058729923267798,0.015716947124818106,0.010219773030827967,0.9929993042219566,0.006568269578699997,0.02123794597618752,0.014893544161810924
15,0.9964774069560147,0.0037489236797310457,0.015375857985760376,0.00977625987377616,0.991799184162267,0.0073292584115259565,0.020981621956734947,0.015554054038259539
16,0.9964440174816379,0.0036076046252715415,0.015086008552498245,0.009521319815079032,0.9917991839655519,0.0070286245608906,0.020486608950128937,0.015059375009014315
17,0.9969114705826433,0.003423841095234982,0.014818516710514418,0.009232699496833228,0.9925992645994641,0.006340446060898216,0.02012875770023166,0.014230918967061572
18,0.9967779123547674,0.00329331882110764,0.01452537544802627,0.008987265838117542,0.9929993046213477,0.005918096978832412,0.019889840486422457,0.013714914220851986
19,0.996894775829036,0.003081863187081862,0.014333647624922934,0.008700652918069906,0.993299333742111,0.005893246273434032,0.019605740571733785,0.013578696384860558
20,0.9967779125209467,0.003146053357289965,0.01411858537204218,0.008680538676642317,0.9931993246293089,0.006302865333761545,0.019476022144178054,0.01393746582735138
21,0.997195281393968,0.0028373401926674157,0.013981571653597395,0.008318116147710218,0.9928992949124396,0.0064356155689840305,0.019287830972001783,0.013996445037277773
22,0.9973956184372559,0.0027239434594653437,0.013766979675672648,0.008120599362771761,0.9931993246293089,0.006351016904447774,0.019074475874800018,0.013828211156806923
23,0.9975959554805439,0.0027431413594585616,0.013649903910777545,0.008093903541315424,0.9936993753496367,0.005919432538122919,0.018884791271968394,0.013322270543228175
24,0.9974957869589,0.0025882195473554475,0.013521201827271241,0.007888530523904213,0.9937993840630477,0.006059434207977157,0.018656775036981158,0.013372889767685095
25,0.9974123130913547,0.0025549411238164166,0.01341631619156817,0.007814136916922752,0.993199324432594,0.005847513543449768,0.01852284504672756,0.013108468613121519
26,0.9975959554805439,0.0024193544300809985,0.013278826527048974,0.0076246543076446535,0.9934993543461783,0.0059541062545908005,0.018392661254261002,0.01316402932972309
27,0.9976460397413659,0.0024061132613640165,0.013172993128663248,0.007569926409891826,0.9934993541494633,0.0060114829095734654,0.018310370059883802,0.013189147723795282
28,0.9976794292485807,0.002308916123349436,0.013077340023575478,0.00743523325496543,0.9929993048180626,0.0061333814779162416,0.01818461340944944,0.01326174972824218
29,0.9979632400599053,0.002212821902056785,0.01295841674349988,0.007292521143772978,0.9929993040252416,0.0064174022209272175,0.01814292084024434,0.013529427040151112
30,0.9977128187557953,0.002221996050777867,0.012921737434717558,0.007287316990485111,0.9937993840630477,0.006152021779569711,0.018039738101073833,0.013223598843919347
31,0.9979131557990832,0.0022153253360132352,0.012834220386295378,0.007246339577123853,0.993199324432594,0.005898808615940584,0.017933940416378358,0.012928913129192374
32,0.998046713827942,0.0020954237295108397,0.012747440612636027,0.007092420313456383,0.9931993240332029,0.005922483928129832,0.01788554158211142,0.012933615995238502
33,0.9980467137284333,0.0020119996740687192,0.012732333957407119,0.007003074465824054,0.9935993636556955,0.006034451545987582,0.0178157825664495,0.013018238125718234
34,0.997979934714004,0.002062947674120522,0.012682587574006214,0.007034521865638856,0.9929993052174537,0.005844546228649549,0.017737757811921336,0.012797747081359312
35,0.9978964610454759,0.0021458737341175727,0.012637039791306842,0.007099593187130975,0.9929993046213477,0.006026699089758613,0.017672731084237756,0.012954409592541375
36,0.998046713827942,0.0019287131334142055,0.01252963821426367,0.006840331204283815,0.9937993846591537,0.0059553718879992255,0.01766099685346476,0.012878482421786144
37,0.9980133242212187,0.001941681960406882,0.012530655474345493,0.00685369877213915,0.9936993741574246,0.005846711352713151,0.017621368464857044,0.012754287620918257
38,0.9981802718568006,0.0019206903933561706,0.012501882468950159,0.006821428209909669,0.9937993844624388,0.005777557522098113,0.01756026095250855,0.012661179630468637
39,0.998096798088764,0.0018826051460172834,0.012479634358038564,0.006774621681803752,0.9938993939686709,0.006093765906072683,0.017557683463121476,0.012976377694071657
40,0.9980967980559261,0.0019486338518891813,0.012471622886706887,0.00683750989964041,0.9934993537500723,0.00592830718925685,0.017479842521808352,0.012780405265061256
41,0.9983973036536959,0.0017913078090844533,0.012421656595686226,0.006660597061162124,0.9935993642518015,0.005925377698959252,0.017494698231778082,0.012783299180397643
42,0.9982637456248373,0.0018049680429807443,0.012414406775889881,0.006671415352201748,0.9935993640550864,0.005715414022003711,0.01746277493720997,0.012560821678264044
43,0.9981969666104079,0.0017873814211736465,0.012371099035204971,0.006636852112093292,0.9934993537500723,0.006046200291275829,0.017469835836756632,0.012894375678846682
44,0.9982637456248373,0.0018176730106254037,0.012328968080197171,0.006650628380370892,0.9935993640550864,0.005867243173513659,0.017429767656001714,0.012699711934836318
45,0.9982136613640152,0.0018250227056904053,0.012371451131764776,0.0066746314331561024,0.9933993450366613,0.005990115302897471,0.017408188016484805,0.012814124834516345
46,0.9981969666104079,0.001777785625659175,0.012329649807544378,0.006611008226097687,0.9934993547455694,0.005876779358652012,0.017403765793631572,0.012699055378500855
47,0.998297135132052,0.0017731113793353725,0.012306749476114123,0.0065973570578776826,0.9935993648479076,0.005856689060914754,0.017374295883267412,0.012667412877362994
48,0.9982637455919995,0.0017665392862915158,0.012289083772365747,0.006583859998736599,0.993299334534932,0.00599217946479596,0.017378301408612403,0.012804473451774517
49,0.9982303561176227,0.001908116665578877,0.012330108529274297,0.006741519090431957,0.993299334338217,0.005942058006711822,0.017364456797532228,0.01274892486686265
